id,connector_id,resource_kind,external_id,name,description,selected,last_sync_at,node_count,meta,created_at,updated_at
15415a6e-50e8-4aa1-a154-0160fdac8619,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,group_members,group_members,Table group_members with 6 columns,true,2026-05-25 00:36:08.090325-04:00,13,{},2026-05-25 00:36:08.087533-04:00,2026-05-25 17:51:43.633539-04:00
9099d272-80ff-4177-a05c-cd3d9bc55def,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,approval_queue,approval_queue,Table approval_queue with 10 columns,true,2026-05-25 00:36:08.095301-04:00,6,{},2026-05-25 00:36:08.092994-04:00,2026-05-25 17:51:43.633539-04:00
ad6744e4-84f5-4e85-9bef-b84c088612d1,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,invites,invites,Table invites with 10 columns,true,2026-05-25 00:36:08.100052-04:00,6,{},2026-05-25 00:36:08.097508-04:00,2026-05-25 17:51:43.633539-04:00
6edf4329-6e19-42e7-bae5-48ec24878a02,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,connectors,connectors,Table connectors with 13 columns,true,2026-05-25 00:36:08.112864-04:00,8,{},2026-05-25 00:36:08.107576-04:00,2026-05-25 17:51:43.633539-04:00
23711054-d07f-4e2b-8c5a-0b81c6e345fa,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,connector_resources,connector_resources,Table connector_resources with 12 columns,true,2026-05-25 00:36:08.117579-04:00,224,{},2026-05-25 00:36:08.114989-04:00,2026-05-25 17:51:43.633539-04:00
f07ad2f2-ff45-48a2-a67f-66053b2f746d,01e0c54d-1e4f-4efd-a9b6-fdf7cd559194,database_table,workspaces,workspaces,Table workspaces with 5 columns,true,2026-05-25 00:36:08.131645-04:00,1,{},2026-05-25 00:36:08.129593-04:00,2026-05-25 17:51:43.633539-04:00
de68b08f-6444-4a47-853e-a9890f70f42d,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/restaurant_caller_agent_twilio,ldbtech/restaurant_caller_agent_twilio,,false,,0,{},2026-05-19 14:42:09.382068-04:00,2026-05-19 15:52:12.677140-04:00
31f17827-85da-46dc-86bd-61293a5253d4,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/alidaho_portfolio_01,ldbtech/alidaho_portfolio_01,,false,,0,{},2026-05-19 14:42:09.386633-04:00,2026-05-19 15:52:12.677140-04:00
b4ca087a-d3c8-4cdc-8394-b9979feb66d8,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/ldbtech,ldbtech/ldbtech,,false,,0,{},2026-05-19 14:42:09.394955-04:00,2026-05-19 15:52:12.677140-04:00
7fee604f-03ba-4a6c-b2de-af4d1d09666c,9a5aba93-bd1c-4d35-8eb1-7f480acbbf1a,github_repo,ldbtech/learnings,ldbtech/learnings,Learning new tech,false,,0,{},2026-05-23 12:50:17.136138-04:00,2026-05-23 22:15:32.791447-04:00
